LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AZ
640366.725677,640366.725665,1673974863.411610,137916.333,20503,3,AZ,1,100,1.000
640366.765234,640366.765221,1673974863.451166,137954.667,20503,3,AZ,1,100,1.001
640366.804790,640366.804778,1673974863.490721,137993.000,20503,3,AZ,1,100,1.001
640366.851742,640366.851730,1673974863.537672,138038.500,20520,2,AZ,1,100,1.001
640366.898694,640366.898682,1673974863.584623,138084.000,20520,2,AZ,1,100,1.001
640366.938595,640366.938583,1673974863.624522,138122.667,20537,3,AZ,1,100,1.002
640366.978496,640366.978484,1673974863.664422,138161.333,20537,3,AZ,1,100,0.999
640367.018396,640367.018384,1673974863.704321,138200.000,20537,3,AZ,1,100,1.001
640367.058641,640367.058629,1673974863.744565,138239.000,20553,2,AZ,1,100,1.000
640367.098886,640367.098874,1673974863.784808,138278.000,20553,2,AZ,1,100,1.001
640367.138099,640367.138086,1673974863.824020,138316.000,20568,3,AZ,1,100,1.001
640367.177311,640367.177299,1673974863.863231,138354.000,20568,3,AZ,1,100,1.002
640367.216524,640367.216512,1673974863.902443,138392.000,20568,3,AZ,1,100,1.000
640367.256425,640367.256412,1673974863.942343,138430.667,20586,3,AZ,1,100,1.000
640367.296325,640367.296313,1673974863.982242,138469.333,20586,3,AZ,1,100,1.001
640367.336226,640367.336214,1673974864.022142,138508.000,20586,3,AZ,1,100,1.001
640367.376471,640367.376458,1673974864.062385,138547.000,20602,2,AZ,1,100,1.000
640367.416715,640367.416703,1673974864.102629,138586.000,20602,2,AZ,1,100,1.001
640367.457648,640367.457636,1673974864.143560,138625.667,20622,3,AZ,1,100,1.002
640367.498581,640367.498568,1673974864.184491,138665.333,20622,3,AZ,1,100,1.001
640367.539513,640367.539501,1673974864.225423,138705.000,20622,3,AZ,1,100,1.000
640367.579242,640367.579230,1673974864.265150,138743.500,20637,2,AZ,1,100,0.999
640367.618971,640367.618958,1673974864.304878,138782.000,20637,2,AZ,1,100,1.001
640367.658871,640367.658859,1673974864.344777,138820.667,20656,3,AZ,1,100,1.001
640367.698772,640367.698760,1673974864.384677,138859.333,20656,3,AZ,1,100,1.000
640367.738673,640367.738660,1673974864.424577,138898.000,20656,3,AZ,1,100,1.001
640367.778229,640367.778217,1673974864.464132,138936.333,20672,3,AZ,1,100,1.000
640367.817786,640367.817774,1673974864.503688,138974.667,20672,3,AZ,1,100,1.001
640367.857343,640367.857330,1673974864.543243,139013.000,20672,3,AZ,1,100,1.001
640367.897587,640367.897575,1673974864.583487,139052.000,20690,2,AZ,1,100,1.001
640367.937832,640367.937820,1673974864.623730,139091.000,20690,2,AZ,1,100,1.002
640367.981860,640367.981848,1673974864.667757,139133.667,20706,3,AZ,1,100,1.000
640368.025889,640368.025876,1673974864.711784,139176.333,20706,3,AZ,1,100,1.002
640368.069917,640368.069905,1673974864.755811,139219.000,20706,3,AZ,1,100,1.001
640368.109646,640368.109633,1673974864.795539,139257.500,20721,2,AZ,1,100,1.002
640368.149374,640368.149362,1673974864.835266,139296.000,20721,2,AZ,1,100,1.001
640368.189275,640368.189263,1673974864.875166,139334.667,20738,3,AZ,1,100,1.000
640368.229176,640368.229163,1673974864.915065,139373.333,20738,3,AZ,1,100,1.002
640368.269076,640368.269064,1673974864.954965,139412.000,20738,3,AZ,1,100,1.001
640368.308633,640368.308621,1673974864.994520,139450.333,20755,3,AZ,1,100,1.003
640368.348190,640368.348178,1673974865.034076,139488.667,20755,3,AZ,1,100,1.002
640368.387747,640368.387734,1673974865.073632,139527.000,20755,3,AZ,1,100,1.003
640368.427991,640368.427979,1673974865.113875,139566.000,20771,2,AZ,1,100,1.000
640368.468236,640368.468224,1673974865.154119,139605.000,20771,2,AZ,1,100,1.001
640368.507793,640368.507780,1673974865.193674,139643.333,20787,3,AZ,1,100,1.003
640368.547349,640368.547337,1673974865.233230,139681.667,20787,3,AZ,1,100,1.000
640368.586906,640368.586894,1673974865.272785,139720.000,20787,3,AZ,1,100,1.000
640368.626119,640368.626106,1673974865.311997,139758.000,20805,2,AZ,1,100,1.000
640368.665331,640368.665319,1673974865.351208,139796.000,20805,2,AZ,1,100,1.002
640368.705232,640368.705220,1673974865.391108,139834.667,20822,3,AZ,1,100,1.000
640368.745133,640368.745121,1673974865.431007,139873.333,20822,3,AZ,1,100,1.000
640368.785034,640368.785021,1673974865.470907,139912.000,20822,3,AZ,1,100,1.001
640368.825622,640368.825610,1673974865.511494,139951.333,20838,3,AZ,1,100,1.001
640368.866211,640368.866198,1673974865.552082,139990.667,20838,3,AZ,1,100,1.002
640368.906799,640368.906787,1673974865.592669,140030.000,20838,3,AZ,1,100,0.999
640368.947560,640368.947548,1673974865.633429,140069.500,20856,2,AZ,1,100,1.001
640368.988321,640368.988308,1673974865.674188,140109.000,20856,2,AZ,1,100,1.000
640369.027533,640369.027521,1673974865.713400,140147.000,20873,2,AZ,1,100,1.002
640369.066746,640369.066734,1673974865.752611,140185.000,20873,2,AZ,1,100,1.000
640369.111118,640369.111106,1673974865.796982,140228.000,20890,3,AZ,1,100,1.000
640369.155491,640369.155478,1673974865.841353,140271.000,20890,3,AZ,1,100,1.001
640369.199863,640369.199851,1673974865.885724,140314.000,20890,3,AZ,1,100,0.998
640369.239420,640369.239407,1673974865.925280,140352.333,20907,3,AZ,1,100,1.001
640369.278976,640369.278964,1673974865.964835,140390.667,20907,3,AZ,1,100,1.000
640369.318533,640369.318521,1673974866.004391,140429.000,20907,3,AZ,1,100,1.000
640369.358778,640369.358765,1673974866.044635,140468.000,20924,2,AZ,1,100,1.001
640369.399022,640369.399010,1673974866.084878,140507.000,20924,2,AZ,1,100,1.002
640369.438923,640369.438911,1673974866.124778,140545.667,20939,3,AZ,1,100,1.001
640369.478824,640369.478811,1673974866.164677,140584.333,20939,3,AZ,1,100,1.000
640369.518724,640369.518712,1673974866.204576,140623.000,20939,3,AZ,1,100,1.000
640369.558625,640369.558613,1673974866.244476,140661.667,20956,3,AZ,1,100,1.000
640369.598526,640369.598513,1673974866.284376,140700.333,20956,3,AZ,1,100,1.003
640369.638427,640369.638414,1673974866.324275,140739.000,20956,3,AZ,1,100,1.001
640369.678155,640369.678143,1673974866.364003,140777.500,20974,2,AZ,1,100,1.000
640369.717884,640369.717872,1673974866.403730,140816.000,20974,2,AZ,1,100,1.001
640369.757441,640369.757428,1673974866.443286,140854.333,20991,3,AZ,1,100,1.000
640369.796997,640369.796985,1673974866.482841,140892.667,20991,3,AZ,1,100,1.000
640369.836554,640369.836542,1673974866.522397,140931.000,20991,3,AZ,1,100,1.001
640369.876283,640369.876270,1673974866.562124,140969.500,21008,2,AZ,1,100,0.998
640369.916011,640369.915999,1673974866.601852,141008.000,21008,2,AZ,1,100,1.001
640369.955912,640369.955900,1673974866.641752,141046.667,21023,3,AZ,1,100,1.001
640369.995813,640369.995800,1673974866.681651,141085.333,21023,3,AZ,1,100,0.999
640370.035713,640370.035701,1673974866.721550,141124.000,21023,3,AZ,1,100,1.001
640370.075270,640370.075258,1673974866.761106,141162.333,21039,3,AZ,1,100,0.999
640370.114827,640370.114814,1673974866.800662,141200.667,21039,3,AZ,1,100,0.999
640370.154384,640370.154371,1673974866.840217,141239.000,21039,3,AZ,1,100,1.001
640370.200820,640370.200807,1673974866.886652,141284.000,21057,2,AZ,1,100,1.002
640370.247256,640370.247243,1673974866.933087,141329.000,21057,2,AZ,1,100,1.000
640370.287157,640370.287144,1673974866.972986,141367.667,21073,3,AZ,1,100,1.002
640370.327057,640370.327045,1673974867.012886,141406.333,21073,3,AZ,1,100,1.000
640370.366958,640370.366945,1673974867.052785,141445.000,21073,3,AZ,1,100,1.002
640370.407203,640370.407190,1673974867.093029,141484.000,21090,2,AZ,1,100,1.001
640370.447447,640370.447435,1673974867.133272,141523.000,21090,2,AZ,1,100,1.000
640370.487348,640370.487335,1673974867.173172,141561.667,21107,3,AZ,1,100,1.002
640370.527249,640370.527236,1673974867.213071,141600.333,21107,3,AZ,1,100,1.001
640370.567149,640370.567137,1673974867.252971,141639.000,21107,3,AZ,1,100,1.002
640370.606362,640370.606350,1673974867.292182,141677.000,21127,2,AZ,1,100,1.001
640370.645575,640370.645562,1673974867.331394,141715.000,21127,2,AZ,1,100,1.000
640370.685131,640370.685119,1673974867.370950,141753.333,21143,3,AZ,1,100,1.002
640370.724688,640370.724676,1673974867.410505,141791.667,21143,3,AZ,1,100,1.001
640370.764245,640370.764232,1673974867.450061,141830.000,21143,3,AZ,1,100,1.000
640370.804146,640370.804133,1673974867.489960,141868.667,21160,3,AZ,1,100,1.001
640370.844046,640370.844034,1673974867.529860,141907.333,21160,3,AZ,1,100,0.999
640370.883947,640370.883934,1673974867.569759,141946.000,21160,3,AZ,1,100,1.002
640370.924192,640370.924179,1673974867.610003,141985.000,21176,2,AZ,1,100,0.999
640370.964436,640370.964424,1673974867.650246,142024.000,21176,2,AZ,1,100,1.001
640371.004337,640371.004324,1673974867.690146,142062.667,21192,3,AZ,1,100,1.002
640371.044238,640371.044225,1673974867.730045,142101.333,21192,3,AZ,1,100,1.000
640371.084138,640371.084126,1673974867.769945,142140.000,21192,3,AZ,1,100,1.000
640371.124039,640371.124026,1673974867.809844,142178.667,21208,3,AZ,1,100,1.000
640371.163940,640371.163927,1673974867.849744,142217.333,21208,3,AZ,1,100,1.000
640371.203840,640371.203828,1673974867.889643,142256.000,21208,3,AZ,1,100,1.003
640371.242537,640371.242525,1673974867.928339,142293.500,21226,2,AZ,1,100,1.003
640371.281234,640371.281221,1673974867.967035,142331.000,21226,2,AZ,1,100,1.000
640371.325606,640371.325594,1673974868.011406,142374.000,21242,3,AZ,1,100,1.003
640371.369978,640371.369966,1673974868.055777,142417.000,21242,3,AZ,1,100,1.003
640371.414351,640371.414338,1673974868.100148,142460.000,21242,3,AZ,1,100,1.001
640371.455111,640371.455099,1673974868.140907,142499.500,21258,2,AZ,1,100,1.000
640371.495872,640371.495860,1673974868.181666,142539.000,21258,2,AZ,1,100,1.000
640371.535773,640371.535760,1673974868.221566,142577.667,21274,3,AZ,1,100,1.002
640371.575673,640371.575661,1673974868.261466,142616.333,21274,3,AZ,1,100,1.000
640371.615574,640371.615562,1673974868.301365,142655.000,21274,3,AZ,1,100,1.002
640371.655303,640371.655290,1673974868.341093,142693.500,21293,2,AZ,1,100,0.999
640371.695031,640371.695019,1673974868.380820,142732.000,21293,2,AZ,1,100,1.000
640371.734932,640371.734920,1673974868.420720,142770.667,21309,3,AZ,1,100,1.000
640371.774833,640371.774820,1673974868.460619,142809.333,21309,3,AZ,1,100,1.003
640371.814733,640371.814721,1673974868.500519,142848.000,21309,3,AZ,1,100,1.001
640371.854634,640371.854622,1673974868.540418,142886.667,21332,3,AZ,1,100,1.001
640371.894535,640371.894522,1673974868.580318,142925.333,21332,3,AZ,1,100,1.001
640371.934436,640371.934423,1673974868.620217,142964.000,21332,3,AZ,1,100,1.000
640371.974680,640371.974668,1673974868.660461,143003.000,21349,2,AZ,1,100,0.998
640372.014925,640372.014912,1673974868.700704,143042.000,21349,2,AZ,1,100,1.000
640372.054138,640372.054125,1673974868.739916,143080.000,21366,3,AZ,1,100,1.001
640372.093350,640372.093338,1673974868.779127,143118.000,21366,3,AZ,1,100,0.999
640372.132563,640372.132551,1673974868.818339,143156.000,21366,3,AZ,1,100,0.999
640372.172292,640372.172279,1673974868.858067,143194.500,21382,2,AZ,1,100,1.001
640372.212020,640372.212008,1673974868.897794,143233.000,21382,2,AZ,1,100,1.002
640372.251577,640372.251565,1673974868.937350,143271.333,21400,3,AZ,1,100,1.000
640372.291134,640372.291121,1673974868.976905,143309.667,21400,3,AZ,1,100,1.001
640372.330691,640372.330678,1673974869.016461,143348.000,21400,3,AZ,1,100,1.002
640372.370935,640372.370923,1673974869.056704,143387.000,21416,3,AZ,1,100,1.000
640372.411180,640372.411167,1673974869.096948,143426.000,21416,3,AZ,1,100,1.002
640372.451425,640372.451412,1673974869.137191,143465.000,21416,3,AZ,1,100,1.003
640372.497861,640372.497848,1673974869.183626,143510.000,21431,2,AZ,1,100,1.000
640372.544297,640372.544284,1673974869.230061,143555.000,21431,2,AZ,1,100,0.999
640372.584197,640372.584185,1673974869.269960,143593.667,21450,3,AZ,1,100,1.000
640372.624098,640372.624086,1673974869.309860,143632.333,21450,3,AZ,1,100,1.002
640372.663999,640372.663986,1673974869.349759,143671.000,21450,3,AZ,1,100,0.999
640372.703212,640372.703199,1673974869.388971,143709.000,21467,2,AZ,1,100,1.001
640372.742424,640372.742412,1673974869.428182,143747.000,21467,2,AZ,1,100,0.999
640372.783357,640372.783344,1673974869.469114,143786.667,21483,3,AZ,1,100,1.001
640372.824290,640372.824277,1673974869.510045,143826.333,21483,3,AZ,1,100,1.002
640372.865222,640372.865210,1673974869.550977,143866.000,21483,3,AZ,1,100,0.999
640372.905983,640372.905970,1673974869.591736,143905.500,21499,2,AZ,1,100,1.001
640372.946743,640372.946731,1673974869.632495,143945.000,21499,2,AZ,1,100,1.001
640372.986644,640372.986631,1673974869.672395,143983.667,21515,3,AZ,1,100,0.999
640373.026545,640373.026532,1673974869.712295,144022.333,21515,3,AZ,1,100,1.001
640373.066445,640373.066433,1673974869.752194,144061.000,21515,3,AZ,1,100,1.001
640373.106346,640373.106333,1673974869.792094,144099.667,21532,3,AZ,1,100,1.000
640373.146247,640373.146234,1673974869.831993,144138.333,21532,3,AZ,1,100,1.000
640373.186147,640373.186135,1673974869.871893,144177.000,21532,3,AZ,1,100,1.000
640373.225876,640373.225863,1673974869.911620,144215.500,21549,2,AZ,1,100,1.002
640373.265605,640373.265592,1673974869.951348,144254.000,21549,2,AZ,1,100,1.001
640373.305162,640373.305149,1673974869.990903,144292.333,21566,3,AZ,1,100,1.001
640373.344718,640373.344706,1673974870.030459,144330.667,21566,3,AZ,1,100,1.000
640373.384275,640373.384262,1673974870.070014,144369.000,21566,3,AZ,1,100,1.001
640373.424004,640373.423991,1673974870.109742,144407.500,21583,2,AZ,1,100,1.000
640373.463732,640373.463720,1673974870.149469,144446.000,21583,2,AZ,1,100,1.003
640373.503977,640373.503964,1673974870.189713,144485.000,21601,3,AZ,1,100,1.001
640373.544222,640373.544209,1673974870.229956,144524.000,21601,3,AZ,1,100,1.002
640373.584466,640373.584454,1673974870.270200,144563.000,21601,3,AZ,1,100,1.002
640373.631934,640373.631922,1673974870.317667,144609.000,21619,2,AZ,1,100,1.000
640373.679402,640373.679390,1673974870.365133,144655.000,21619,2,AZ,1,100,1.000
640373.719647,640373.719634,1673974870.405377,144694.000,21636,3,AZ,1,100,1.001
640373.759892,640373.759879,1673974870.445620,144733.000,21636,3,AZ,1,100,1.002
640373.800136,640373.800124,1673974870.485864,144772.000,21636,3,AZ,1,100,1.000
640373.840381,640373.840368,1673974870.526107,144811.000,21650,2,AZ,1,100,1.001
640373.880626,640373.880613,1673974870.566351,144850.000,21650,2,AZ,1,100,1.002
640373.920526,640373.920514,1673974870.606250,144888.667,21668,3,AZ,1,100,1.000
640373.960427,640373.960414,1673974870.646150,144927.333,21668,3,AZ,1,100,1.000
640374.000328,640374.000315,1673974870.686049,144966.000,21668,3,AZ,1,100,1.001
640374.040228,640374.040216,1673974870.725949,145004.667,21684,3,AZ,1,100,1.000
640374.080129,640374.080116,1673974870.765848,145043.333,21684,3,AZ,1,100,0.999
640374.120030,640374.120017,1673974870.805748,145082.000,21684,3,AZ,1,100,1.000
640374.159242,640374.159230,1673974870.844959,145120.000,21701,2,AZ,1,100,1.000
640374.198455,640374.198443,1673974870.884171,145158.000,21701,2,AZ,1,100,1.000
640374.239044,640374.239031,1673974870.924758,145197.333,21718,3,AZ,1,100,0.999
640374.279632,640374.279620,1673974870.965346,145236.667,21718,3,AZ,1,100,1.001
640374.320221,640374.320208,1673974871.005933,145276.000,21718,3,AZ,1,100,1.002
640374.360466,640374.360453,1673974871.046177,145315.000,21733,2,AZ,1,100,1.001
640374.400710,640374.400698,1673974871.086420,145354.000,21733,2,AZ,1,100,0.999
640374.440611,640374.440598,1673974871.126320,145392.667,21749,3,AZ,1,100,1.000
640374.480512,640374.480499,1673974871.166219,145431.333,21749,3,AZ,1,100,1.001
640374.520412,640374.520400,1673974871.206119,145470.000,21749,3,AZ,1,100,1.000
640374.559969,640374.559956,1673974871.245674,145508.333,21767,3,AZ,1,100,1.002
640374.599526,640374.599513,1673974871.285230,145546.667,21767,3,AZ,1,100,0.999
640374.639083,640374.639070,1673974871.324785,145585.000,21767,3,AZ,1,100,1.001
640374.679327,640374.679314,1673974871.365029,145624.000,21785,2,AZ,1,100,1.002
640374.719572,640374.719559,1673974871.405272,145663.000,21785,2,AZ,1,100,1.000
640374.763600,640374.763587,1673974871.449300,145705.667,21802,3,AZ,1,100,1.001
640374.807629,640374.807616,1673974871.493326,145748.333,21802,3,AZ,1,100,1.003
640374.851657,640374.851644,1673974871.537354,145791.000,21802,3,AZ,1,100,1.000
640374.891386,640374.891373,1673974871.577081,145829.500,21817,2,AZ,1,100,0.999
640374.931114,640374.931102,1673974871.616809,145868.000,21817,2,AZ,1,100,0.999
640374.971015,640374.971002,1673974871.656708,145906.667,21837,3,AZ,1,100,1.002
640375.010916,640375.010903,1673974871.696608,145945.333,21837,3,AZ,1,100,1.000
640375.050816,640375.050804,1673974871.736507,145984.000,21837,3,AZ,1,100,1.001
640375.091577,640375.091564,1673974871.777267,146023.500,21853,2,AZ,1,100,1.002
640375.132338,640375.132325,1673974871.818026,146063.000,21853,2,AZ,1,100,1.001
640375.172926,640375.172913,1673974871.858613,146102.333,21871,3,AZ,1,100,1.000
640375.213515,640375.213502,1673974871.899201,146141.667,21871,3,AZ,1,100,1.000
640375.254103,640375.254091,1673974871.939788,146181.000,21871,3,AZ,1,100,0.998
640375.294004,640375.293991,1673974871.979688,146219.667,21885,3,AZ,1,100,1.001
640375.333905,640375.333892,1673974872.019588,146258.333,21885,3,AZ,1,100,1.001
640375.373805,640375.373793,1673974872.059487,146297.000,21885,3,AZ,1,100,0.998
640375.413534,640375.413521,1673974872.099215,146335.500,21902,2,AZ,1,100,1.002
640375.453263,640375.453250,1673974872.138942,146374.000,21902,2,AZ,1,100,1.000
640375.493163,640375.493151,1673974872.178842,146412.667,21918,3,AZ,1,100,1.004
640375.533064,640375.533051,1673974872.218741,146451.333,21918,3,AZ,1,100,0.999
640375.572965,640375.572952,1673974872.258641,146490.000,21918,3,AZ,1,100,1.000
640375.611834,640375.611821,1673974872.297508,146527.667,21938,3,AZ,1,100,0.997
640375.650702,640375.650690,1673974872.336376,146565.333,21938,3,AZ,1,100,1.001
640375.689571,640375.689558,1673974872.375243,146603.000,21938,3,AZ,1,100,1.000
640375.730848,640375.730835,1673974872.416519,146643.000,21954,2,AZ,1,100,1.001
640375.772124,640375.772112,1673974872.457794,146683.000,21954,2,AZ,1,100,1.003
640375.812369,640375.812356,1673974872.498038,146722.000,21969,2,AZ,1,100,1.000
640375.852614,640375.852601,1673974872.538281,146761.000,21969,2,AZ,1,100,1.002
640375.898018,640375.898005,1673974872.583684,146805.000,21986,3,AZ,1,100,0.998
640375.943422,640375.943409,1673974872.629087,146849.000,21986,3,AZ,1,100,1.002
640375.988826,640375.988813,1673974872.674490,146893.000,21986,3,AZ,1,100,1.000
640376.029071,640376.029058,1673974872.714733,146932.000,22003,3,AZ,1,100,1.002
640376.069316,640376.069303,1673974872.754977,146971.000,22003,3,AZ,1,100,0.999
640376.109560,640376.109547,1673974872.795220,147010.000,22003,3,AZ,1,100,1.001
640376.149805,640376.149792,1673974872.835464,147049.000,22019,2,AZ,1,100,1.000
640376.190050,640376.190037,1673974872.875707,147088.000,22019,2,AZ,1,100,1.001
640376.229606,640376.229593,1673974872.915263,147126.333,22035,3,AZ,1,100,1.000
640376.269163,640376.269150,1673974872.954818,147164.667,22035,3,AZ,1,100,1.000
640376.308720,640376.308707,1673974872.994374,147203.000,22035,3,AZ,1,100,0.998
640376.347932,640376.347920,1673974873.033586,147241.000,22051,2,AZ,1,100,1.000
640376.387145,640376.387132,1673974873.072797,147279.000,22051,2,AZ,1,100,1.000
640376.427046,640376.427033,1673974873.112697,147317.667,22071,3,AZ,1,100,1.001
640376.466946,640376.466934,1673974873.152596,147356.333,22071,3,AZ,1,100,1.002
640376.506847,640376.506834,1673974873.192496,147395.000,22071,3,AZ,1,100,1.000
640376.547780,640376.547767,1673974873.233427,147434.667,22088,3,AZ,1,100,1.001
640376.588712,640376.588700,1673974873.274359,147474.333,22088,3,AZ,1,100,1.000
640376.629645,640376.629632,1673974873.315290,147514.000,22088,3,AZ,1,100,1.001
640376.669890,640376.669877,1673974873.355533,147553.000,22107,2,AZ,1,100,1.000
640376.710134,640376.710121,1673974873.395777,147592.000,22107,2,AZ,1,100,0.999
640376.750035,640376.750022,1673974873.435676,147630.667,22121,3,AZ,1,100,1.001
640376.789936,640376.789923,1673974873.475576,147669.333,22121,3,AZ,1,100,1.001
640376.829836,640376.829823,1673974873.515476,147708.000,22121,3,AZ,1,100,1.000
640376.869049,640376.869036,1673974873.554687,147746.000,22139,2,AZ,1,100,1.001
640376.908262,640376.908249,1673974873.593899,147784.000,22139,2,AZ,1,100,1.001
640376.952290,640376.952277,1673974873.637926,147826.667,22155,3,AZ,1,100,1.003
640376.996318,640376.996306,1673974873.681953,147869.333,22155,3,AZ,1,100,1.000
640377.040347,640377.040334,1673974873.725980,147912.000,22155,3,AZ,1,100,1.002
640377.080591,640377.080579,1673974873.766223,147951.000,22172,2,AZ,1,100,1.001
640377.120836,640377.120823,1673974873.806467,147990.000,22172,2,AZ,1,100,0.997
640377.160737,640377.160724,1673974873.846366,148028.667,22194,3,AZ,1,100,1.002
640377.200637,640377.200625,1673974873.886266,148067.333,22194,3,AZ,1,100,0.999
640377.240538,640377.240525,1673974873.926165,148106.000,22194,3,AZ,1,100,1.001
640377.280439,640377.280426,1673974873.966065,148144.667,22209,3,AZ,1,100,1.001
640377.320339,640377.320327,1673974874.005964,148183.333,22209,3,AZ,1,100,1.000
640377.360240,640377.360227,1673974874.045864,148222.000,22209,3,AZ,1,100,1.003
640377.401001,640377.400988,1673974874.086623,148261.500,22225,2,AZ,1,100,1.002
640377.441761,640377.441749,1673974874.127383,148301.000,22225,2,AZ,1,100,1.001
640377.482006,640377.481993,1673974874.167626,148340.000,22242,3,AZ,1,100,1.002
640377.522251,640377.522238,1673974874.207870,148379.000,22242,3,AZ,1,100,1.000
640377.562495,640377.562482,1673974874.248113,148418.000,22242,3,AZ,1,100,0.999
640377.602396,640377.602383,1673974874.288013,148456.667,22261,3,AZ,1,100,0.999
640377.642297,640377.642284,1673974874.327912,148495.333,22261,3,AZ,1,100,1.003
640377.682197,640377.682185,1673974874.367812,148534.000,22261,3,AZ,1,100,1.001
640377.721926,640377.721913,1673974874.407539,148572.500,22277,2,AZ,1,100,1.003
640377.761655,640377.761642,1673974874.447267,148611.000,22277,2,AZ,1,100,1.001
640377.801211,640377.801199,1673974874.486822,148649.333,22292,3,AZ,1,100,1.002
640377.840768,640377.840755,1673974874.526378,148687.667,22292,3,AZ,1,100,0.999
640377.880325,640377.880312,1673974874.565933,148726.000,22292,3,AZ,1,100,1.001
640377.920226,640377.920213,1673974874.605833,148764.667,22313,3,AZ,1,100,0.999
640377.960126,640377.960113,1673974874.645732,148803.333,22313,3,AZ,1,100,0.999
640378.000027,640378.000014,1673974874.685632,148842.000,22313,3,AZ,1,100,1.001
640378.040788,640378.040775,1673974874.726391,148881.500,22329,2,AZ,1,100,1.001
640378.081548,640378.081535,1673974874.767151,148921.000,22329,2,AZ,1,100,1.001
640378.129532,640378.129519,1673974874.815133,148967.500,22346,2,AZ,1,100,1.002
640378.177516,640378.177503,1673974874.863116,149014.000,22346,2,AZ,1,100,1.001
640378.217417,640378.217404,1673974874.903016,149052.667,22361,3,AZ,1,100,1.002
640378.257318,640378.257305,1673974874.942915,149091.333,22361,3,AZ,1,100,1.000
640378.297218,640378.297205,1673974874.982815,149130.000,22361,3,AZ,1,100,1.001
640378.336431,640378.336418,1673974875.022026,149168.000,22378,3,AZ,1,100,1.002
640378.375644,640378.375631,1673974875.061238,149206.000,22378,3,AZ,1,100,1.001
640378.414856,640378.414844,1673974875.100449,149244.000,22378,3,AZ,1,100,1.001
640378.454585,640378.454572,1673974875.140177,149282.500,22394,2,AZ,1,100,1.001
640378.494314,640378.494301,1673974875.179904,149321.000,22394,2,AZ,1,100,1.001
640378.534215,640378.534202,1673974875.219804,149359.667,22412,3,AZ,1,100,1.000
640378.574115,640378.574102,1673974875.259703,149398.333,22412,3,AZ,1,100,1.000
640378.614016,640378.614003,1673974875.299603,149437.000,22412,3,AZ,1,100,1.000
640378.653917,640378.653904,1673974875.339503,149475.667,22430,3,AZ,1,100,1.000
640378.693817,640378.693804,1673974875.379402,149514.333,22430,3,AZ,1,100,1.003
640378.733718,640378.733705,1673974875.419302,149553.000,22430,3,AZ,1,100,0.999
640378.773963,640378.773950,1673974875.459545,149592.000,22445,2,AZ,1,100,1.002
640378.814207,640378.814194,1673974875.499789,149631.000,22445,2,AZ,1,100,1.000
640378.854108,640378.854095,1673974875.539688,149669.667,22462,3,AZ,1,100,1.003
640378.894009,640378.893996,1673974875.579588,149708.333,22462,3,AZ,1,100,1.001
640378.933909,640378.933896,1673974875.619487,149747.000,22462,3,AZ,1,100,1.001
640378.972090,640378.972077,1673974875.657667,149784.000,22479,2,AZ,1,100,0.998
640379.010271,640379.010258,1673974875.695847,149821.000,22479,2,AZ,1,100,1.004
640379.050172,640379.050159,1673974875.735746,149859.667,22495,3,AZ,1,100,1.000
640379.090072,640379.090059,1673974875.775645,149898.333,22495,3,AZ,1,100,1.000
640379.129973,640379.129960,1673974875.815545,149937.000,22495,3,AZ,1,100,1.001
640379.169702,640379.169689,1673974875.855273,149975.500,22511,2,AZ,1,100,1.002
640379.209430,640379.209417,1673974875.895000,150014.000,22511,2,AZ,1,100,1.001
640379.253459,640379.253446,1673974875.939027,150056.667,22527,3,AZ,1,100,1.002
640379.297487,640379.297474,1673974875.983054,150099.333,22527,3,AZ,1,100,1.002
640379.341515,640379.341502,1673974876.027081,150142.000,22527,3,AZ,1,100,1.002
640379.381244,640379.381231,1673974876.066809,150180.500,22544,2,AZ,1,100,1.001
640379.420973,640379.420960,1673974876.106536,150219.000,22544,2,AZ,1,100,1.001
640379.460873,640379.460860,1673974876.146436,150257.667,22563,3,AZ,1,100,0.999
640379.500774,640379.500761,1673974876.186335,150296.333,22563,3,AZ,1,100,1.003
640379.540675,640379.540662,1673974876.226235,150335.000,22563,3,AZ,1,100,1.000
640379.580575,640379.580562,1673974876.266135,150373.667,22583,3,AZ,1,100,1.002
640379.620476,640379.620463,1673974876.306034,150412.333,22583,3,AZ,1,100,1.001
640379.660377,640379.660364,1673974876.345933,150451.000,22583,3,AZ,1,100,1.001
640379.700621,640379.700608,1673974876.386177,150490.000,22597,2,AZ,1,100,1.000
640379.740866,640379.740853,1673974876.426420,150529.000,22597,2,AZ,1,100,0.999
640379.780079,640379.780066,1673974876.465632,150567.000,22614,3,AZ,1,100,1.000
640379.819292,640379.819279,1673974876.504844,150605.000,22614,3,AZ,1,100,1.002
640379.858504,640379.858491,1673974876.544055,150643.000,22614,3,AZ,1,100,1.001
640379.898405,640379.898392,1673974876.583955,150681.667,22631,3,AZ,1,100,0.999
640379.938306,640379.938293,1673974876.623854,150720.333,22631,3,AZ,1,100,1.000
640379.978206,640379.978193,1673974876.663754,150759.000,22631,3,AZ,1,100,1.000
640380.017935,640380.017922,1673974876.703481,150797.500,22648,2,AZ,1,100,0.999
640380.057664,640380.057651,1673974876.743209,150836.000,22648,2,AZ,1,100,1.002
