LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
640625.883350,640625.883322,1673975122.561736,389059.000,61751,1,TL,1,100,2023-01-17_19-05-17-532600
640625.909148,640625.909120,1673975122.587533,389084.000,61754,1,TL,1,100,2023-01-17_19-05-22-574191
640631.152304,640631.152275,1673975127.830536,394165.000,62578,1,TL,1,100,2023-01-17_19-05-22-753151
640631.179133,640631.179105,1673975127.857365,394191.000,62581,1,TL,1,100,2023-01-17_19-05-27-847764
640636.434672,640636.434644,1673975133.112751,399284.000,63426,1,TL,1,100,2023-01-17_19-05-28-001594
640636.460470,640636.460441,1673975133.138548,399309.000,63429,1,TL,1,100,2023-01-17_19-05-33-131599
640641.737679,640641.737650,1673975138.415604,404423.000,64269,1,TL,1,100,2023-01-17_19-05-33-298041
640641.764509,640641.764480,1673975138.442433,404449.000,64272,1,TL,1,100,2023-01-17_19-05-38-430654
640647.054101,640647.054072,1673975143.731871,409575.000,65117,1,TL,1,100,2023-01-17_19-05-38-622718
640647.079899,640647.079869,1673975143.757668,409600.000,65120,1,TL,1,100,2023-01-17_19-05-43-754023
640652.346788,640652.346759,1673975149.024404,414704.000,428,1,TL,1,100,2023-01-17_19-05-43-952665
640652.405608,640652.405578,1673975149.083221,414761.000,431,1,TL,1,100,2023-01-17_19-05-49-071525
